epoch,accuracy,loss,val_accuracy,val_loss
0,0.41299847,2.140657489523611,0.46947982907295227,1.754204511642456
1,0.4735459,1.840987350530967,0.48684456944465637,1.7444775104522705
2,0.48459682,1.7996543271600332,0.49429503083229065,1.7450569868087769
3,0.49024874,1.779283852376949,0.4993732273578644,1.76949143409729
4,0.49377072,1.7663216022305772,0.501550018787384,1.722273588180542
5,0.49618378,1.7568243903679401,0.5041694045066833,1.7576898336410522
6,0.49809203,1.7499888359086335,0.5060662031173706,1.7707409858703613
7,0.4997284,1.7439182331215295,0.5070734620094299,1.5445952415466309
8,0.50090826,1.7398405535949646,0.5081973075866699,1.5197420120239258
9,0.50212497,1.7355784548925388,0.5089121460914612,1.524234414100647
10,0.5029729,1.7322705417122022,0.5095493793487549,1.691648006439209
11,0.5036727,1.729095769227801,0.5110058188438416,1.7701610326766968
12,0.5044894,1.7273898764518325,0.5104337930679321,1.7289832830429077
